"speOsNum" "tyyppi" "maakunta" "spe1Rat" "spe2Rat" "spe3Rat" "spe4Rat" "spe5Rat" "spe6Rat" "spe7Rat" "spe8Rat" "spe9Rat" "spe10Rat" "spe11Rat" "spe12Rat" "spe13Rat" "spe14Rat" "spe15Rat" "spe16Rat" "spe17Rat" "spe18Rat" "spe19Rat" "spe20Rat" "spe21Rat" "spe22Rat" "spe23Rat" "spe24Rat" "spe25Rat" "spe26Rat" "spe27Rat" "spe28Rat" "spe29Rat" "spe30Rat" "spe31Rat"
5 "MetsaVart" 4 0 0.00258970036872085 0.00523875429773715 0.00546263445401814 0.110583245993528 0.0020273694880892 0.00428000225263276 0.00107000056315819 0.0020273694880892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0005068423720223 0 0 0
6 "MetsaVart" 4 0 0 0.00284495021337126 0.00568990042674253 0.0129633505500993 0.116642958748222 0 0.00284495021337126 0.00284495021337126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 "MetsaVart" 4 0 0 0 0.00578703703703704 0 0.0208333333333333 0.0963645006613757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 "MetsaVart" 4 0 0.0105263157894737 0 0 0 0 0 0 0 0 0.0947368421052631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 "MetsaKeskim" 5 0.0782568457727693 0.00437133172634346 0.000309445834085458 0.00221656951459164 0.000275062963631519 0.000382509433800081 4.29785880674248e-05 7.73614585213646e-05 0.000125251885225067 0 0 0 0 0 0 0 0 2.57871528404549e-05 0 0 0 0 0 0 0 0 0 0 0 0 0
2 "MetsaKeskim" 5 0.00113294891578007 0.112444841495438 0.000495411353853651 0.00121438948897732 0.000581138273008654 0.00116678848913073 0 0.000284252416145537 5.68504832291073e-05 0 0 0 0 0 0 0 0 8.12149760415819e-05 0 0 0 0 0 0 0 0 0 0 0 0 0
3 "MetsaKeskim" 5 0.000255222490205837 0.000995367711802765 0.0785848277521644 0.0210038994350468 0.000255222490205837 0.00326684787463471 0 0.000574250602963133 0.000746525783852073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 "MetsaKeskim" 5 0.000557222334644272 0.0010279285699622 0.00670768605116083 0.100336190808569 0.00206318901274866 0.000670621967659598 0.000307938658619202 0.000383212552948342 0.000153969329309601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 "MetsaKeskim" 5 0 0 0.00186393289841566 0.00978564771668219 0.06653204929067 0.012426219322771 0 0.00745573159366263 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 "MetsaKeskim" 5 0 0.00135593220338983 0 0 0 0.104778046811945 0 0.00451977401129943 0.00150659133709981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
